NAME ROOM2
TYPE SECTOR

FACE 0 IS_TEX_SPACE right stone.ppm
FACE 1 IS_TEX_SPACE left stone.ppm
FACE 2 IS_TEX_SPACE back stone.ppm
FACE 3 IS_TEX_SPACE front stone.ppm
FACE 5 IS_TEX_SPACE bottom stone.ppm
FACE 4 IS_TEX_SPACE top stone.ppm
FACE 11 USES_TEX_SPACE right
FACE 12 USES_TEX_SPACE right
FACE 13 USES_TEX_SPACE right
FACE 14 USES_TEX_SPACE right
FACE 73 USES_TEX_SPACE right
FACE 74 USES_TEX_SPACE right
FACE 75 USES_TEX_SPACE right
FACE 76 USES_TEX_SPACE right
FACE 77 USES_TEX_SPACE right
FACE 78 USES_TEX_SPACE right
FACE 79 USES_TEX_SPACE right
FACE 80 USES_TEX_SPACE right
FACE 81 USES_TEX_SPACE right
FACE 82 USES_TEX_SPACE right
FACE 83 USES_TEX_SPACE right
FACE 84 USES_TEX_SPACE right

FACE 10 USES_TEX_SPACE front
FACE 15 USES_TEX_SPACE front
FACE 16 USES_TEX_SPACE front
FACE 17 USES_TEX_SPACE front
FACE 64 USES_TEX_SPACE front
FACE 65 USES_TEX_SPACE front
FACE 66 USES_TEX_SPACE front
FACE 67 USES_TEX_SPACE front
FACE 68 USES_TEX_SPACE front
FACE 69 USES_TEX_SPACE front
FACE 70 USES_TEX_SPACE front
FACE 71 USES_TEX_SPACE front
FACE 72 USES_TEX_SPACE front
FACE 85 USES_TEX_SPACE front
FACE 86 USES_TEX_SPACE front
FACE 87 USES_TEX_SPACE front
FACE 9 USES_TEX_SPACE left
FACE 18 USES_TEX_SPACE left
FACE 19 USES_TEX_SPACE left
FACE 20 USES_TEX_SPACE left
FACE 55 USES_TEX_SPACE left
FACE 56 USES_TEX_SPACE left
FACE 57 USES_TEX_SPACE left
FACE 58 USES_TEX_SPACE left
FACE 59 USES_TEX_SPACE left
FACE 60 USES_TEX_SPACE left
FACE 61 USES_TEX_SPACE left
FACE 62 USES_TEX_SPACE left
FACE 63 USES_TEX_SPACE left
FACE 88 USES_TEX_SPACE left
FACE 89 USES_TEX_SPACE left
FACE 90 USES_TEX_SPACE left

FACE 8 USES_TEX_SPACE back
FACE 21 USES_TEX_SPACE back
FACE 22 USES_TEX_SPACE back
FACE 23 USES_TEX_SPACE back
FACE 48 USES_TEX_SPACE back
FACE 49 USES_TEX_SPACE back
FACE 50 USES_TEX_SPACE back
FACE 51 USES_TEX_SPACE back
FACE 52 USES_TEX_SPACE back
FACE 53 USES_TEX_SPACE back
FACE 54 USES_TEX_SPACE back
FACE 91 USES_TEX_SPACE back
FACE 98 USES_TEX_SPACE back
FACE 99 USES_TEX_SPACE back
FACE 100 USES_TEX_SPACE back
FACE 7 USES_TEX_SPACE top
FACE 24 USES_TEX_SPACE top
FACE 25 USES_TEX_SPACE top
FACE 26 USES_TEX_SPACE top
FACE 39 USES_TEX_SPACE top
FACE 40 USES_TEX_SPACE top
FACE 41 USES_TEX_SPACE top
FACE 42 USES_TEX_SPACE top
FACE 43 USES_TEX_SPACE top
FACE 44 USES_TEX_SPACE top
FACE 45 USES_TEX_SPACE top
FACE 46 USES_TEX_SPACE top
FACE 47 USES_TEX_SPACE top
FACE 92 USES_TEX_SPACE top
FACE 93 USES_TEX_SPACE top
FACE 94 USES_TEX_SPACE top
FACE 6 USES_TEX_SPACE bottom
FACE 27 USES_TEX_SPACE bottom
FACE 28 USES_TEX_SPACE bottom
FACE 29 USES_TEX_SPACE bottom
FACE 30 USES_TEX_SPACE bottom
FACE 31 USES_TEX_SPACE bottom
FACE 32 USES_TEX_SPACE bottom
FACE 33 USES_TEX_SPACE bottom
FACE 34 USES_TEX_SPACE bottom
FACE 35 USES_TEX_SPACE bottom
FACE 36 USES_TEX_SPACE bottom
FACE 37 USES_TEX_SPACE bottom
FACE 38 USES_TEX_SPACE bottom
FACE 95 USES_TEX_SPACE bottom
FACE 96 USES_TEX_SPACE bottom
FACE 97 USES_TEX_SPACE bottom
FACE 101 USES_TEX_SPACE bottom


