1 TEXTURES
stone.ppm
3 SECTORS_AND_ACTORS
SECTOR CUBE1
138 99
0 9.999999 -10.000000 10.000000
1 9.999999 -10.000000 -9.999999
2 -10.000002 -10.000000 -9.999997
3 -9.999997 -10.000000 10.000005
4 10.000005 10.000000 9.999996
5 9.999992 10.000000 -10.000005
6 -10.000005 10.000000 -9.999995
7 -10.000000 10.000000 10.000001
8 -0.000001 -10.000000 -9.999998
9 9.999999 -10.000000 0.000000
10 0.000001 -10.000000 10.000002
11 -10.000000 -10.000000 0.000004
12 9.999998 10.000000 -0.000004
13 -0.000006 10.000000 -10.000000
14 -10.000002 10.000000 0.000003
15 0.000002 10.000000 9.999998
16 9.999996 0.000000 -10.000002
17 10.000002 0.000000 9.999998
18 -10.000004 0.000000 -9.999996
19 -9.999998 0.000000 10.000003
20 0.000002 0.000000 10.000000
21 -10.000001 0.000000 0.000003
22 -0.000004 0.000000 -9.999999
23 9.999999 0.000000 -0.000002
24 -0.000002 10.000000 -0.000001
25 0.000000 -10.000000 0.000002
26 -4.999999 10.000000 10.000000
27 0.000002 5.000000 9.999999
28 -4.999998 0.000000 10.000002
29 -9.999999 5.000000 10.000002
30 10.000004 5.000000 9.999997
31 5.000002 0.000000 9.999999
32 5.000004 10.000000 9.999997
33 5.000000 -10.000000 10.000001
34 0.000001 -5.000000 10.000001
35 10.000000 -5.000000 9.999999
36 -9.999998 -5.000000 10.000004
37 -4.999998 -10.000000 10.000004
38 -10.000004 10.000000 -4.999996
39 -10.000002 5.000000 0.000003
40 -10.000002 0.000000 -4.999996
41 -10.000004 5.000000 -9.999996
42 -10.000000 0.000000 5.000003
43 -10.000001 10.000000 5.000002
44 -9.999998 -10.000000 5.000004
45 -10.000000 -5.000000 0.000004
46 -10.000003 -5.000000 -9.999996
47 -10.000001 -10.000000 -4.999997
48 4.999993 10.000000 -10.000002
49 -0.000005 5.000000 -10.000000
50 4.999996 0.000000 -10.000000
51 9.999994 5.000000 -10.000004
52 -5.000004 0.000000 -9.999998
53 -5.000006 10.000000 -9.999998
54 -5.000002 -10.000000 -9.999998
55 -0.000003 -5.000000 -9.999998
56 9.999998 -5.000000 -10.000000
57 4.999999 -10.000000 -9.999998
58 10.000002 10.000000 4.999996
59 9.999998 5.000000 -0.000003
60 10.000000 0.000000 4.999998
61 9.999998 0.000000 -5.000002
62 9.999995 10.000000 -5.000005
63 9.999999 -10.000000 -4.999999
64 9.999999 -5.000000 -0.000001
65 9.999999 -10.000000 5.000000
66 -5.000002 10.000000 0.000001
67 0.000000 10.000000 4.999999
68 -0.000004 10.000000 -5.000000
69 4.999998 10.000000 -0.000003
70 0.000000 -10.000000 5.000002
71 -5.000000 -10.000000 0.000003
72 5.000000 -10.000000 0.000001
73 -0.000001 -10.000000 -4.999998
74 4.999999 -10.000000 -4.999999
75 5.000000 -10.000000 5.000001
76 -4.999999 -10.000000 5.000003
77 4.999996 10.000000 -5.000002
78 -5.000004 10.000000 -4.999998
79 -5.000000 10.000000 5.000000
80 9.999998 -5.000000 -5.000000
81 9.999996 5.000000 -5.000003
82 10.000001 5.000000 4.999997
83 -5.000003 -5.000000 -9.999998
84 -5.000005 5.000000 -9.999998
85 4.999995 5.000000 -10.000002
86 -9.999999 -5.000000 5.000004
87 -10.000000 5.000000 5.000002
88 -10.000003 5.000000 -4.999996
89 5.000001 -5.000000 10.000000
90 5.000003 5.000000 9.999998
91 -4.999999 5.000000 10.000000
92 -4.999998 -5.000000 10.000002
93 -10.000002 -5.000000 -4.999997
94 4.999998 -5.000000 -10.000000
95 10.000000 -5.000000 4.999999
96 5.000001 10.000000 4.999997
97 -5.000001 -10.000000 -4.999997
98 -0.000001 0.000000 0.000000
99 0.999999 0.000000 0.000000
100 -0.000001 0.000000 0.000000
101 0.999999 0.000000 0.000000
102 -0.000001 0.000000 0.000000
103 0.999999 0.000000 0.000000
104 -0.000001 0.000000 0.000000
105 0.999999 0.000000 0.000000
106 -0.000001 0.000000 0.000000
107 0.999999 0.000000 0.000000
108 -0.000001 0.000000 0.000000
109 -0.000001 0.000000 1.000000
110 -0.000001 0.000000 0.000000
111 -0.000001 1.000000 0.000000
112 0.999999 -0.500000 -0.500000
113 0.999999 0.500000 0.500000
114 0.999999 0.500000 -0.500000
115 0.999999 -0.500000 0.500000
116 -0.000001 0.000000 0.000000
117 0.999999 0.000000 0.000000
118 -0.000001 0.000000 0.000000
119 -0.000001 0.000000 1.000000
120 -5.000000 10.290896 -10.000000
121 -10.000000 10.290896 -5.000000
122 -10.000000 10.290896 -10.000000
123 -5.000002 -10.418880 -9.999998
124 -10.000001 -10.418880 -4.999997
125 -10.000002 -10.418880 -9.999997
126 -4.999998 -10.000000 10.418884
127 -9.999998 -5.000000 10.418884
128 -9.999997 -10.000000 10.418885
129 -5.000006 10.000000 -10.418879
130 -10.000004 5.000000 -10.418877
131 -10.000005 10.000000 -10.418876
132 -10.418881 -10.000000 -4.999997
133 -10.418883 -5.000000 -9.999996
134 -10.418882 -10.000000 -9.999997
135 10.418880 -10.000000 -4.999999
136 10.418879 -5.000000 -10.000000
137 10.418880 -10.000000 -9.999999
